created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Nov 18 13:25:08 +0000 2023;1725867738923753773;"Sekretaris TPN Ganjar-Mahfud, Hasto Kristiyanto menyebut bahwa Timnas Anies-Muhaimin juga mendapatkan tekanan serupa. @jokowi";0;0;0;0;in;1621044492701937665;1725867738923753773;SalwaNadira12;https://twitter.com/SalwaNadira12/status/1725867738923753773
Sat Nov 18 13:19:14 +0000 2023;1725866255314526468;"@JulianiMadinah @aniesbaswedan Pak Anis P muhaimin AMIN 👍👍❤️❤️🤲🤲";0;0;0;1;in;702392266942500865;1725806341619380273;EndangAhmad20;https://twitter.com/EndangAhmad20/status/1725866255314526468
Sat Nov 18 13:16:50 +0000 2023;1725865650281996489;"@cakimiNOW All in Gus Muhaimin 🔥";0;0;0;0;in;585547620;1721799027061325973;edo_441;https://twitter.com/edo_441/status/1725865650281996489
Sat Nov 18 13:15:49 +0000 2023;1725865391501832664;"@cakimiNOW @muhammadiyah Mantap Gus Muhaimin";0;0;1;2;in;467293214;1725767519896752541;Irsyadul_ibd;https://twitter.com/Irsyadul_ibd/status/1725865391501832664
Sat Nov 18 13:14:38 +0000 2023;1725865094784192746;"Wasekjen MUI Pimpin Relawan Garda Matahari Deklarasi Dukung Anies-Muhaimin  Terus habis ini bikin fatwa ...mulai deh politik identitas https://t.co/nthJrHfHAZ";0;0;2;1;in;1370604191052263427;1725865094784192746;selow_mas;https://twitter.com/selow_mas/status/1725865094784192746
Sat Nov 18 13:10:14 +0000 2023;1725863986883973623;"@DPP_PKB @cakimiNOW Amin peduli perempuan, Anies muhaimin pemimpin pilihan rakyat Indonesia";0;0;0;1;in;1705726553794240512;1725476860124086282;PeraWat81282560;https://twitter.com/PeraWat81282560/status/1725863986883973623
Sat Nov 18 13:01:26 +0000 2023;1725861775349088271;"@Abdillahonim Yaa Allah, Sesungguhnya Engkau Maha Pelindung, maka lindungi dan selamatkan saudara saudariku seiman di Gaza.. Binasakanlah bangsa penjajah zionist israhell Aamiin Yaa Robb 🤲🤲";0;0;0;0;in;2204929734;1725844498796970407;amin_muhaimin1;https://twitter.com/amin_muhaimin1/status/1725861775349088271
Sat Nov 18 12:57:01 +0000 2023;1725860662725824628;"Alhamdulillah lapar.  Nasi Butter Susu Pake Keju Kejunya Philadelphia Pemilu Nanti Pilih Nomor SATU Perubahan Untuk Indonesia  Makan Salmon Pake Zucchini Taburin Garam Biar Asin Paslon Cerdas Pilihan Hati Saya Pilih Anies Muhaimin‼️  #AMINAjaDulu #AniesMuhaimin2024… https://t.co/MR7yGkY8lh";1;0;9;57;in;1689553843200110593;1725860662725824628;nieke_olivia;https://twitter.com/nieke_olivia/status/1725860662725824628
Sat Nov 18 12:55:28 +0000 2023;1725860272223699295;"Prediksi : ___________________ Presiden : Prabowo .S Wapres   : Gibran R. Jubir Kepresidenan : Anies Baswedan Menteri Agama : Muhaimin Iskandar Menko Polhukam : Mahfud MD Menteri dalam negeri : Ganjar Pranowo  Patent....gak ? https://t.co/cxBOxD9xcL";0;4;0;3;in;1218988439514693633;1725860272223699295;tukangaduayam;https://twitter.com/tukangaduayam/status/1725860272223699295
Sat Nov 18 12:54:53 +0000 2023;1725860125548986482;"Deretan Ulama Yang Berada Di Belakang Pasangan AMIN (Anies-Muhaimin) https://t.co/g7VNYs48iE";0;0;1;3;in;1722014606712094720;1725860125548986482;herculep638;https://twitter.com/herculep638/status/1725860125548986482
Sat Nov 18 12:53:19 +0000 2023;1725859730613211266;"Hadiri Silaturahim Partai Koalisi Perubahan di Kepri, PKS: Siap Menangkan Anies-Muhaimin https://t.co/qQKg2rCK3J PKS Pembela Rakyat";0;0;0;0;in;775627915736133632;1725859730613211266;PKSBekasi;https://twitter.com/PKSBekasi/status/1725859730613211266
Sat Nov 18 12:52:14 +0000 2023;1725859459950678333;"Anies dan Muhaimin menjawab berbagai kabar terkait mereka yang sedang hangat dibicarakan. ~J #AniesBaswedan #MuhaiminIskandar #KoalisiPerubahan #JernihkanHarapan https://t.co/qiXVWeL5aG";0;0;0;3;in;23343960;1725859459950678333;kompascom;https://twitter.com/kompascom/status/1725859459950678333
Sat Nov 18 12:52:13 +0000 2023;1725859455710159172;"@marlina_idha @aniesbaswedan Gausah diragukan lagi pasangan No.1 Anies-Muhaimin harapan Indonesia di masa depan";0;0;0;0;in;1555553882272833536;1725339826214613488;daimemboo;https://twitter.com/daimemboo/status/1725859455710159172
Sat Nov 18 12:48:20 +0000 2023;1725858475719487590;"Katanya korupsi kasus durian ini ngelibatin Muhaimin Iskandar yang waktu itu ngejabat Menakertrans. Sayang nya kasus ini belum jelas nih kelanjutannya ada yang bilang juga udah diberhentikan penyidikannya. Gimana ya apa KPK takut ya ?";0;1;0;0;in;1693684399;1725858408241545251;AzzahraCaya_;https://twitter.com/AzzahraCaya_/status/1725858475719487590
Sat Nov 18 12:48:14 +0000 2023;1725858452734722093;"@Abdillahonim Yaa Allah Yaa Robb";0;0;0;0;in;2204929734;1725853263319454140;amin_muhaimin1;https://twitter.com/amin_muhaimin1/status/1725858452734722093
Sat Nov 18 12:47:27 +0000 2023;1725858255526879625;"@MuhiqR @xix0_3 @descha05 @Okta_Roza @ErsatArema021 @choymarkochoy @NohCeukenohhh @Mayapada_1108 @Putri96960977 @Malika6027 @stacitarpeta18 @AnKiiim_ @Azri_Ardhani @BarisanOpOsisi @doelpaten Merinding sy  Semoga pendukung pak anis dan gus muhaimin sehat selalu Sehat selalu pak anis dan gus muhaimin";0;0;0;0;in;242742821;1725138692334117043;agus_vespa95;https://twitter.com/agus_vespa95/status/1725858255526879625
Sat Nov 18 12:46:54 +0000 2023;1725858115898458300;"Ulama se-Indonesia dukung anies Baswedan dan Muhaimin Iskandar  Selain AMIN   Sudah tidak di percaya mereka sibuk Lobi untuk lakukam Kecurangan pilpres!!   mohon sadar diri ya.. Dan jangan bAyar untuk elektabilitas buatan tman sndri . dan jangan pernah main curang. https://t.co/e8XgvsALI9";0;1;12;37;in;942835436736487424;1725858115898458300;papuamuslim97;https://twitter.com/papuamuslim97/status/1725858115898458300
Sat Nov 18 12:28:39 +0000 2023;1725853525153059066;"Kita adalah Bangsa Indonesia, dan semua harus bebas mengekspresikan iman keyakinannya kepada TUHAN YANG MAHA ESA! Wujudkan Indonesia tanpa diskriminasi bersama Anies Baswedan &amp  Gus Muhaimin Iskandar! #KrisyantoYenOni #AnieeBaswedanOrangBaik #AniesMuhaimin2024 https://t.co/s0UMMi63v0";3;35;214;762;in;1283848995962417152;1725853525153059066;KrisyantoOni;https://twitter.com/KrisyantoOni/status/1725853525153059066
Sat Nov 18 12:29:38 +0000 2023;1725853771941679463;"@Mayapada0812 @descha05 Alhamdulillah Ya Allah Yaa Robb.. Beneran ya sdh dikeluarkan hasil Ijtima Ulama? Kalo memang benar dan mendapat dukungan dari Para Ulama, Semoga Allah SWT Meridhoi dan Menjadikan Anies Baswedan &amp  Muhaimin Iskandar Presiden dan Wakil Presiden RI 2024-2029. Insyaa Allah, Aammiin🤲";0;3;2;33;in;1637692626215501824;1725848363957133766;carlitovito180;https://twitter.com/carlitovito180/status/1725853771941679463
Sat Nov 18 12:37:06 +0000 2023;1725855650989875334;"@SekarJayanti07 @rahmani_ima @cakimiNOW Profil Cawapres MUHAIMIN ISKANDAR sudah gamblang dijelaskan di Wikipedia, Mbak 🙏🏽 https://t.co/BTDLelBDlP Ini jenjang Pendidikannya  ↘️ https://t.co/IaXLqwbM25";0;2;0;0;in;46647466;1725828263149216185;Bambangelf;https://twitter.com/Bambangelf/status/1725855650989875334
Sat Nov 18 12:28:31 +0000 2023;1725853488809460148;"@Hasbil_Lbs @Tan_Mar3M @penikmatemak2 Tidak masuk akal Suara PKB ke Genjer sama Ke Muhaimin dasar survey pesanan Untuk isi Perut";0;0;0;0;in;1718490222634336256;1725843823371379072;EWAKOAMBO;https://twitter.com/EWAKOAMBO/status/1725853488809460148
Sat Nov 18 12:10:34 +0000 2023;1725848972244455452;"Analis komunikasi politik menilai Anies-Muhaimin berpeluang menang satu putaran https://t.co/hCJyrCJGcf";12;31;195;692;in;22126902;1725848972244455452;republikaonline;https://twitter.com/republikaonline/status/1725848972244455452
Sat Nov 18 12:11:02 +0000 2023;1725849091131998426;"@CNNIndonesia Anies Muhaimin cocok jadi presiden kita tau";0;0;0;0;in;1706495986493960192;1725486514963100029;juwiiip;https://twitter.com/juwiiip/status/1725849091131998426
Sat Nov 18 12:14:48 +0000 2023;1725850036398117206;"@fahmirusliMFR Saya sokong dgn pendapat mufti, tp alangkah baiknya konsert² artis tempatan pun dibatalkan lebih fair gitu, konsert tempatan pun tidak kurang melalaikan juga, tiap² minggu pulak tu, hehe";0;0;1;4;in;1017830576;1725715225725587709;muhaiminhalim;https://twitter.com/muhaiminhalim/status/1725850036398117206
Sat Nov 18 12:10:00 +0000 2023;1725848828971294832;"Wakil Ketua Umum Partai NasDem Ahmad Ali menanggapi pernyataan Sekjen PDIP Hasto Kristiyanto soal rencana kubu Ganjar Pranowo-Mahfud MD yang ingin membangun komunikasi dengan kubu Anies Baswedan-Muhaimin Iskandar dalam rangka melawan tekanan penguasa.  https://t.co/UW9DiI447n";0;0;0;0;in;1474011848118657029;1725848828971294832;_rakyatmerdeka;https://twitter.com/_rakyatmerdeka/status/1725848828971294832
Sat Nov 18 11:58:16 +0000 2023;1725845878064431462;"@CNNIndonesia Diliat darimanapun anies Muhaimin paling oke loh, kok bisa";0;0;0;0;in;1706484179368861696;1725486514963100029;ymevafl;https://twitter.com/ymevafl/status/1725845878064431462
Sat Nov 18 11:54:53 +0000 2023;1725845026394321234;"AMIN Allahuma AMIN. Kyai   Kiai ‘Langit’ Kumpul di Timnas AMIN, Gus Mahasin: Gus Baha Dukung Pasangan Anies-Muhaimin https://t.co/4ePHOOutza";0;0;0;1;in;1454008204027854853;1725845026394321234;HMMurah3;https://twitter.com/HMMurah3/status/1725845026394321234
Sat Nov 18 11:49:08 +0000 2023;1725843578675757527;"Fathan PKB Optimistis Anies-Muhaimin Meraup 40 Persen Suara di Jateng #Anies-Muhaimin https://t.co/F6F6tJKqUT";0;0;0;1;in;79130206;1725843578675757527;jpnncom;https://twitter.com/jpnncom/status/1725843578675757527
Sat Nov 18 11:39:00 +0000 2023;1725841027628445974;"Lengkap Barisan Pendukung Anies - Muhaimin, dari Kalangan Parpol, Pengusaha hingga Mantan Jenderal  #Pilpres2024 #caprescawapres #AniesMuhaimin #TimnasAMIN  https://t.co/Y6pEhWgSf8 lewat @tribunkaltim";0;0;0;0;in;103551225;1725841027628445974;tribunkaltim;https://twitter.com/tribunkaltim/status/1725841027628445974
Sat Nov 18 11:38:30 +0000 2023;1725840902281904635;"@antakd @msaid_didu Klo @AgusYudhoyono ok pasti dipakai anies lah bkn mlh muhaimin, ya srh nyalon sendiri si ahay";0;0;0;0;in;1349310632516939776;1725522202173583647;ArjunaGug4t;https://twitter.com/ArjunaGug4t/status/1725840902281904635
Sat Nov 18 11:37:16 +0000 2023;1725840593627361600;"@ruhutsitompul Tetap PD PRINSIP ANIS MUHAIMIN 👍👍👍";0;0;0;0;in;1053072850918109184;1725636373032677417;richardsamma;https://twitter.com/richardsamma/status/1725840593627361600
Sat Nov 18 11:33:32 +0000 2023;1725839652987470120;"Siapa Presiden Indonesia 2024 - PRABOWO-GIBRAN - 9% - ANIS-MUHAIMIN - 65.9% - GANJAR-MAHFUD - 25.5%  Total Votes : 75448    Berikan vote anda, klik link   https://t.co/a6SgLj5KjL   Tolong retweet dan mention teman-temanmu ya. Terima kasih";0;0;0;0;in;2328798092;1725839652987470120;feb_nta;https://twitter.com/feb_nta/status/1725839652987470120
Sat Nov 18 11:32:51 +0000 2023;1725839481654407495;"📢 *Ãｍ➀ℕ* 🇮🇩  ✅ *Anies Baswedan sangat Paham Generasi Muda*  Memberi peran kepada anak-anak muda telah dilakukan oleh *Anies Baswedan* sejak lama.  Lebih besar dan masif pada saat menjadi Gubernur DKI Jakarta.  Insya Allah jika *AMIN (Anies - Muhaimin)* terpilih, maka… https://t.co/MdKyyFlJFA";0;0;0;0;in;168065774;1725839481654407495;R3_Adv;https://twitter.com/R3_Adv/status/1725839481654407495
Sat Nov 18 11:32:23 +0000 2023;1725839364322976190;"Bismillah  Sami'na wa atho'na AM1N kan Indonesia   Anies Rasyid Baswedan dan Abdul Muhaimin Iskandar  Capres dan Cawapres  No 1 https://t.co/krc7O9WpgR";0;1;12;32;in;1649686141757722626;1725839364322976190;AlnilamOmar;https://twitter.com/AlnilamOmar/status/1725839364322976190
Sat Nov 18 11:31:09 +0000 2023;1725839054368129150;"@smektijuara Marwah pembelajaran SMK adalah melaksanakan pembelajaran berbasis industri dengan menggunakan berbagai pendekatan. Semoga memberi pengalaman bermakna bagi siswa-siswa SMKN 3 Mataram";0;0;0;0;in;2155677678;1725723586298814838;anwarm_raden;https://twitter.com/anwarm_raden/status/1725839054368129150
Sat Nov 18 11:30:00 +0000 2023;1725838764545802536;"Relawan Anies Baswedan-Muhaimin Iskandar Karanganyar Agendakan Silaturahmi ke Ponpes dan Ormas Islam  https://t.co/Iyp6dySkEH";0;0;5;11;in;1443801854756880385;1725838764545802536;kba_news;https://twitter.com/kba_news/status/1725838764545802536
Sat Nov 18 11:26:40 +0000 2023;1725837924326150408;"Dgn dikeluarkan nya Hasil Ijtima' Ulama tentang Dukungan Capres-Cawapres 2024-2029 Jatuh Kpd Bapak Anies Baswedan - Muhaimin Iskandar. Maka dengan ini saya ikut Komando IBHRS &amp  Ulama2 yg tergabung di dlm nya.  Saya akan ikut Mendukung, Berjuang &amp  memenangkan "AMIN"  Allah Akbar.! https://t.co/3eL9PoHo7l";22;45;588;1326;in;1503923386208043011;1725837924326150408;cut_aidafadilah;https://twitter.com/cut_aidafadilah/status/1725837924326150408
Sat Nov 18 11:22:03 +0000 2023;1725836761514049818;"Semua pasangan yang ditetapkan KPU dengan nomor urut masing² No 1 Anies Muhaimin No 2 Prabowo Gibran No 3 Ganjar Mahfud Dengan keyakinan masing-masing menang satu putaran, kalau kamuh yakin yang mana? Gaskeuuun 🔥";0;0;0;1;in;300089298;1725836761514049818;yoen77;https://twitter.com/yoen77/status/1725836761514049818
Sat Nov 18 11:18:56 +0000 2023;1725835978211008757;"@RomeoWalker19 Sangat mungkin, apalagi dgn adanya pk Mahfud yg bisa masuk ke kelompok Islam haluan pks dan 212, kemudian nasdem bisa jadi pk SP ms ada dendam dgn jkw, Muhaimin pernah di php prabowo….";0;0;0;1;in;872920249;1725823068868915236;semangalitow;https://twitter.com/semangalitow/status/1725835978211008757
Sat Nov 18 11:17:17 +0000 2023;1725835565235655103;"Ada kawan bukan Melayu yang ingin sekali baca Api Yang Menghapus Kabus.   Tapi sebab dah tak cetak, maka sudah tidak ada lagi naskahnya. Bakinya dah ke Pustaka Kedah pun.   Moga ada rezeki untuk AYMK lagi.";0;1;0;0;in;1137347936818323457;1725835565235655103;itsmuhaiminlah;https://twitter.com/itsmuhaiminlah/status/1725835565235655103
Sat Nov 18 11:15:17 +0000 2023;1725835059872293138;"Bismillah  S1ap maju dan menangkan AMIN  Anies Rasyid Baswedan dan Abdul Muhaimin Iskandar  Pasangan Capres dan Cawapres Pilpres 2024. Nomor 1 AMIN https://t.co/cScBn4gqyx";0;2;22;52;in;1649686141757722626;1725835059872293138;AlnilamOmar;https://twitter.com/AlnilamOmar/status/1725835059872293138
Sat Nov 18 11:09:15 +0000 2023;1725833540821029066;"@NenkMonica 1. Setuju, pelanggaran etik yg parah pun yg melibatkan MK tdk di apa2in 2. Bukan hanya Pa Muhaimin yg melakukan itu ada juga yaitu Pa Mahfud MD .. kok gk disinggung";0;0;0;0;in;238593428;1725826165070574059;h4lim37;https://twitter.com/h4lim37/status/1725833540821029066
Sat Nov 18 11:08:34 +0000 2023;1725833370977050664;"Anies-Muhaimin Optimistis Bisa Raup 40 Persen Suara di Jateng https://t.co/BrxnGIrr6K";14;62;193;873;in;55507370;1725833370977050664;tvOneNews;https://twitter.com/tvOneNews/status/1725833370977050664
Sat Nov 18 11:05:05 +0000 2023;1725832491750265339;"Anies Baswedan dan Muhaimin Iskandar (AMIN) kobarkan semangat untuk perjuangan kemerdekaan Palestina  https://t.co/h22XQK18j1";0;0;0;2;in;68930552;1725832491750265339;mediaindonesia;https://twitter.com/mediaindonesia/status/1725832491750265339
Sat Nov 18 11:03:34 +0000 2023;1725832112774033726;"@MisteripediaCom @Dennysiregar7 @tempodotco Secara hitungan politik pasti lolos,, tapi di putaran 2 dia "musuh bersama" tim ganjar+Anis,,  Sbb : Muhaimin gak mungkin balik ke Prabowo (gengsi) Nasdem (Paloh) antitesa Jokowi, PKS angka ikut dulu...";0;0;0;2;in;237626381;1725745103917199533;masiponk;https://twitter.com/masiponk/status/1725832112774033726
Sat Nov 18 11:02:08 +0000 2023;1725831752877572593;"Semoga nanti karya akan tembus Dewan Sastera. Impian sedari awal menulis.  Buat masa ini kena lebihkan menulis.";0;0;0;1;in;1137347936818323457;1725831752877572593;itsmuhaiminlah;https://twitter.com/itsmuhaiminlah/status/1725831752877572593
Sat Nov 18 11:00:08 +0000 2023;1725831247904321644;"Ketua DPP Partai Kebangkitan Bangsa (PKB) Fathan Subchi mengaku optimis pasangan Anies Baswedan-Muhaimin Iskandar (AMIN) mampu meraup suara hingga 40 ... https://t.co/42bGNWjo75";0;0;0;1;in;46693036;1725831247904321644;inilahdotcom;https://twitter.com/inilahdotcom/status/1725831247904321644
Sat Nov 18 11:00:02 +0000 2023;1725831221492510922;"Cawapres Koalisi Perubahan, Muhaimin Iskandar, dilaporkan ke Bawaslu terkait dugaan berkampanye saat pengundian nomor urut pilpres di KPU. Cak Imin menegaskan bahwa pantunnya bukan ajakan kampanye. https://t.co/a23aTOGlVa";1;4;1;11;in;69183155;1725831221492510922;detikcom;https://twitter.com/detikcom/status/1725831221492510922
Sat Nov 18 11:00:02 +0000 2023;1725831221375332603;"Gerakan Rakyat di Malang, Satukan Langkah Pemenangan Anies dan Muhaimin  https://t.co/XwGkbvw0PV";1;1;74;215;in;1443801854756880385;1725831221375332603;kba_news;https://twitter.com/kba_news/status/1725831221375332603
Sat Nov 18 10:50:20 +0000 2023;1725828779367620626;"@ruhutsitompul Anis Muhaimin itu kalo disingkat jadi amin y, oke kita pilih amin....";0;0;0;0;in;1589786566695669760;1725636373032677417;ErzafHa;https://twitter.com/ErzafHa/status/1725828779367620626
Sat Nov 18 10:48:27 +0000 2023;1725828307923656896;"AMIN Peduli Perempuan dan Anak, Visi dan Misi Anies-Muhaimin di Pemilu 2024  https://t.co/sRUGDUrvBp";0;0;0;0;in;1701739019619745792;1725828307923656896;SwaraWarta;https://twitter.com/SwaraWarta/status/1725828307923656896
Sat Nov 18 10:42:01 +0000 2023;1725826686913233078;"@Rojikin14775945 @gibran_tweet SDM pendukung anies dan muhaimin ya begini";0;0;0;0;in;1672558629915070465;1725752027446427680;spionase86;https://twitter.com/spionase86/status/1725826686913233078
Sat Nov 18 10:39:35 +0000 2023;1725826076855918604;"Ijazahnya setara D1 (mnrt dr. Tifa) , tapi kadar intelektualitasnya melebihi Prof, Dr. @mohmahfudmd dan Dr. Muhaimin Iskandar (mnrt survey Qodari) Anakmu Gibran ajaib sekali @jokowi";12;140;223;659;in;30201110;1725826076855918604;alisyarief;https://twitter.com/alisyarief/status/1725826076855918604
Sat Nov 18 10:38:35 +0000 2023;1725825824606359693;"Gegara Pantun, Muhaimin dan Mahfud Dilaporkan ke Bawaslu, Diduga Langgar Aturan Kampanye https://t.co/XMlvnAaXiV";0;3;1;2;in;71436318;1725825824606359693;KompasTV;https://twitter.com/KompasTV/status/1725825824606359693
Sat Nov 18 10:37:38 +0000 2023;1725825585103151149;"@keponakanzeus gua kira kita sepakat muhaimin anies wen";0;1;0;0;in;354194361;1725795691174469744;kevinkddd;https://twitter.com/kevinkddd/status/1725825585103151149
Sat Nov 18 10:27:01 +0000 2023;1725822913792921649;"Skandal Bokep Lokal🍌Fritzy Aurhel  Catherina Vallencia Abigail Rachel Adeline Wijaya  🍉Virly Virginia https://t.co/g4CyTnjzad  🍋Dinar Candy https://t.co/2qkQ9nz3qj  Prabowo - Gibran Ganjar-Mahfud Anies - Muhaimin  🍑Rebecca Klopper  https://t.co/835IOWceDB  Awek Melayu Tudung https://t.co/fZSuTQXhvR";0;0;0;0;in;877930591290662917;1725822913792921649;fastezsry;https://twitter.com/fastezsry/status/1725822913792921649
Sat Nov 18 10:27:06 +0000 2023;1725822935586542016;"Skandal Bokep Lokal🍌Fritzy Aurhel Prabowo - Gibran Ganjar-Mahfud Anies - Muhaimin Catherina Vallencia Abigail Rachel Adeline Wijaya  🍉Virly Virginia https://t.co/D5jGDdWnWu  🍋Dinar Candy https://t.co/85jYJmMaea  🍑Rebecca Klopper 19 https://t.co/EbgDqaCEYA  Awek Melayu Tudung https://t.co/QulexAe1wJ";0;0;0;0;in;734742455279484928;1725822935586542016;chlarge;https://twitter.com/chlarge/status/1725822935586542016
Sat Nov 18 10:31:41 +0000 2023;1725824087870869799;"Tawarkan Perubahan Sejatinya Anies Belum Bisa Berubah  Sambil simak #TepokBulu23, El Rumi, Akpol, Esemka &amp  PALESTINE WILL BE FREE,  simak juga bakal calon presiden dan bakal calon wakil presiden Koalisi Perubahan Anies Baswedan dan Muhaimin Iskandar begitu gencar menawarkan… https://t.co/nuN1udRCeS";12;1;20;27;in;889895805611409408;1725824087870869799;misterdetektif;https://twitter.com/misterdetektif/status/1725824087870869799
Sat Nov 18 10:26:45 +0000 2023;1725822847787122890;"Skandal Bokep Lokal🍌Fritzy Aurhel Catherina Vallencia Abigail Rachel Adeline Wijaya  🍉Virly Virginia https://t.co/gsoEz7jeTW  🍋Dinar Candy https://t.co/EoFVbBl1wu  🍑Rebecca Klopper 19 https://t.co/XjhGjr8HCZ  Prabowo - Gibran Ganjar-Mahfud Anies - Muhaimin Awek Melayu Tudung https://t.co/kzEsZHwlCB";0;0;0;0;in;746411673733365760;1725822847787122890;glcuey;https://twitter.com/glcuey/status/1725822847787122890
Sat Nov 18 10:26:37 +0000 2023;1725822811992936641;"Skandal Bokep Lokal🍌Fritzy Aurhel Prabowo - Gibran Ganjar-Mahfud Anies - Muhaimin  🍉Virly Virginia https://t.co/QJdXn5KVKo  🍋Dinar Candy https://t.co/Q9gxKeonKU  🍑Rebecca Klopper 19 https://t.co/AUqq7vTCNn  Awek Melayu Tudung Catherina Vallencia Abigail Rachel Adeline Wijaya https://t.co/383YJ0F3W5";0;0;0;0;in;883510679260372993;1725822811992936641;mbinute;https://twitter.com/mbinute/status/1725822811992936641
Sat Nov 18 10:26:24 +0000 2023;1725822756997279817;"Skandal Bokep Lokal🍌Fritzy Aurhel Prabowo - Gibran Ganjar-Mahfud Anies - Muhaimin Catherina Vallencia Abigail Rachel Adeline Wijaya  🍋Dinar Candy https://t.co/yo6MI8PXIh  🍉Virly Virginia https://t.co/8vtP7Ydd9A  🍑Rebecca Klopper 19 https://t.co/IASPxJ6RM1  Awek Melayu Tudung https://t.co/qEJxvkMAZf";0;0;0;0;in;735471580491354112;1725822756997279817;frioggy;https://twitter.com/frioggy/status/1725822756997279817
Sat Nov 18 10:26:13 +0000 2023;1725822712483107133;"Skandal Bokep Lokal🍌Fritzy Aurhel Prabowo - Gibran Ganjar-Mahfud Anies - Muhaimin Catherina Vallencia Abigail Rachel Adeline Wijaya  🍑Rebecca Klopper 19 https://t.co/kifsFxJxEW  🍉Virly Virginia https://t.co/hazy9EVT79  🍋Dinar Candy https://t.co/tLh38POeTU  Awek Melayu Tudung https://t.co/ictHSHOP5z";0;0;0;1;in;741660900130594816;1725822712483107133;jeoiner;https://twitter.com/jeoiner/status/1725822712483107133
Sat Nov 18 10:21:53 +0000 2023;1725821623067189515;"@tedy_bambang Saya dari cianjur Pilih Anies - Muhaimin";0;0;0;1;in;1531331064869703680;1725808657924030841;Putra70487911;https://twitter.com/Putra70487911/status/1725821623067189515
Sat Nov 18 10:14:57 +0000 2023;1725819879004258482;"Jangan lupa nanti malam tonton @TonightShow_NET Pukul 21.30 WIB di @netmediatama. #AMINajaDulu https://t.co/MSwbCyiQ7V";9;69;414;1497;in;1490116879;1725819879004258482;cakimiNOW;https://twitter.com/cakimiNOW/status/1725819879004258482
Sat Nov 18 10:12:53 +0000 2023;1725819357773906053;"Ketika ada pasangan capres gugur di Putaran 1, maka ada beberapa kemungkinan kejadian yang menyertai. Salah satunya adalah ucapan Tim Sukses yang "gugur" di Putaran 1.  1. Anies-Muhaimin gugur, lalu merapat ke Prabowo. Ucapannya: Prabowo adalah orang baik yang dekat dengan ulama.…";26;104;148;478;in;185156524;1725819357773906053;hasyimmah;https://twitter.com/hasyimmah/status/1725819357773906053
Sat Nov 18 10:11:09 +0000 2023;1725818922136711286;"Calon Presiden-Wakil Presiden Koalisi Pergantian Anies Baswedan serta Muhaimin Iskandar (Cak Imin) mendatangi Ijtima Ulama serta Tokoh Nasional di lingkungan Majelis Az Zikra, Sentul, Bogor, Sabtu (18/11).  https://t.co/mqsE6ZlujR  #PemiluDamai2024 https://t.co/6smpEKasUu";0;0;0;0;in;1719823184005136384;1725818922136711286;lambepanas_;https://twitter.com/lambepanas_/status/1725818922136711286
Sat Nov 18 09:59:42 +0000 2023;1725816041207710036;"@ruhutsitompul Yg saya tau Prabowo Gibran Pertama. Anis Muhaimin 2 dan Ganjar Mahfud 3.";0;0;0;0;in;1584756358418927617;1725636373032677417;saifulb29655791;https://twitter.com/saifulb29655791/status/1725816041207710036
Sat Nov 18 09:51:31 +0000 2023;1725813980109951394;"📌 Sumbangan boleh disalurkan kepada:  *CIMB : 7624408688* *MUHAMMAD LUQMAN HADI BIN YUSRI*  *_Reference_: SUMBANGAN DPKB*  📌Sebarang pertanyaan, sila hubungi: 📞 Abdul Muhaimin Aiman - https://t.co/73q1B0knnT  Jutaan terima kasih diucapkan  atas sumbangan anda. Jzzkk💐";0;0;1;1;in;1267905044826865664;1725813460024660006;sofiee_sushii;https://twitter.com/sofiee_sushii/status/1725813980109951394
Sat Nov 18 09:51:06 +0000 2023;1725813874279211015;"Sekretaris TPN Ganjar-Mahfud, Hasto Kristiyanto menyebut bahwa Timnas Anies-Muhaimin juga mendapatkan tekanan serupa. https://t.co/tUO7yOleRD";17;147;76;189;in;23343960;1725813874279211015;kompascom;https://twitter.com/kompascom/status/1725813874279211015
Sat Nov 18 09:35:23 +0000 2023;1725809919889461520;"@ainunnajib Kalo ini beneran dari U*M apa ngga gebleg? Toh Pak Anies dan Pak Muhaimin koleganya juga";0;0;0;0;in;105332303;1725752742457835748;dotDeeAnPat;https://twitter.com/dotDeeAnPat/status/1725809919889461520
Sat Nov 18 09:35:04 +0000 2023;1725809838461194242;"data lgbt yang tercatat pada riset kementrian kesehatan republik bromocorah javanese: jawa barat 302 ribu gay jawa timur 300 ribu bencong jawa tengah 218 ribu lgbt jakarta 43 ribu homo  anies baswedan-muhaimin iskandar ganjar pranowo-mahfud md prabowo subianto-gibran rakabuming https://t.co/BdCpKnoOfn";0;1;0;0;in;1581433351285919745;1725809833524486342;faridj_pm;https://twitter.com/faridj_pm/status/1725809838461194242
Sat Nov 18 09:31:47 +0000 2023;1725809012032319563;"@kompascom Pilihan saya ttp pada anies-muhaimin, karna saya ragu pada pak ps";0;0;0;0;in;1723639432698589184;1725542840762237230;gareaclaudi;https://twitter.com/gareaclaudi/status/1725809012032319563
